type,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
poisonous,convex,scaly,cinnamon,no,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves
edible,bell,scaly,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,woods
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
edible,bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
edible,convex,scaly,brown,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
edible,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,clustered,leaves
edible,bell,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,no,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
edible,convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
edible,bell,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
edible,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,yellow,no,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves
edible,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
edible,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
edible,knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
edible,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
edible,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
edible,bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
edible,knobbed,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
edible,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
edible,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
edible,convex,smooth,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,several,leaves
edible,bell,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
edible,convex,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
edible,bell,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods
edible,bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
edible,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
edible,knobbed,smooth,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,woods
poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves
edible,bell,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
edible,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves
poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
edible,knobbed,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
edible,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,convex,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
poisonous,flat,scaly,cinnamon,no,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
edible,knobbed,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,brown,no,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
edible,knobbed,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
edible,bell,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
edible,bell,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
edible,convex,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,several,leaves
poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
edible,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves
edible,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
